'Elapsed time','ECG I','ECG I filtered'
'0:00.586',1.865,0.390
'0:00.588',1.855,0.385
'0:00.590',1.870,0.380
'0:00.592',1.855,0.375
'0:00.594',1.925,0.370
'0:00.596',2.005,0.370
'0:00.598',2.020,0.370
'0:00.600',2.030,0.370
'0:00.602',2.030,0.380
'0:00.604',1.980,0.385
'0:00.606',1.905,0.390
'0:00.608',1.885,0.395
'0:00.610',1.890,0.400
'0:00.612',1.910,0.400
'0:00.614',1.965,0.395
'0:00.616',2.035,0.390
'0:00.618',2.040,0.385
'0:00.620',2.060,0.385
'0:00.622',2.055,0.385
'0:00.624',2.005,0.390
'0:00.626',1.940,0.395
'0:00.628',1.925,0.405
'0:00.630',1.930,0.415
'0:00.632',1.990,0.425
'0:00.634',2.035,0.430
'0:00.636',2.085,0.435
'0:00.638',2.110,0.435
'0:00.640',2.120,0.435
'0:00.642',2.090,0.430
'0:00.644',2.035,0.430
'0:00.646',1.975,0.430
'0:00.648',1.970,0.430
'0:00.650',1.975,0.430
'0:00.652',2.005,0.430
'0:00.654',2.075,0.430
'0:00.656',2.125,0.435
'0:00.658',2.145,0.435
'0:00.660',2.165,0.440
'0:00.662',2.125,0.440
'0:00.664',2.065,0.445
'0:00.666',2.030,0.440
'0:00.668',1.990,0.440
'0:00.670',1.995,0.435
'0:00.672',2.015,0.430
'0:00.674',2.100,0.420
'0:00.676',2.190,0.415
'0:00.678',2.170,0.410
'0:00.680',2.110,0.405
'0:00.682',2.105,0.405
'0:00.684',2.075,0.405
'0:00.686',2.060,0.410
'0:00.688',2.035,0.415
'0:00.690',2.020,0.420
'0:00.692',2.080,0.420
'0:00.694',2.125,0.420
'0:00.696',2.160,0.420
'0:00.698',2.185,0.415
'0:00.700',2.190,0.410
'0:00.702',2.140,0.405
'0:00.704',2.075,0.400
'0:00.706',2.015,0.400
'0:00.708',2.005,0.395
'0:00.710',2.000,0.390
'0:00.712',2.035,0.385
'0:00.714',2.090,0.385
'0:00.716',2.120,0.375
'0:00.718',2.160,0.370
'0:00.720',2.165,0.360
'0:00.722',2.115,0.355
'0:00.724',2.045,0.345
'0:00.726',2.000,0.340
'0:00.728',1.990,0.340
'0:00.730',2.015,0.340
'0:00.732',2.035,0.340
'0:00.734',2.115,0.340
'0:00.736',2.135,0.340
'0:00.738',2.160,0.340
'0:00.740',2.160,0.340
'0:00.742',2.115,0.335
'0:00.744',2.030,0.335
'0:00.746',2.015,0.335
'0:00.748',2.000,0.335
'0:00.750',2.010,0.340
'0:00.752',2.060,0.335
'0:00.754',2.105,0.335
'0:00.756',2.135,0.330
'0:00.758',2.145,0.325
'0:00.760',2.155,0.320
'0:00.762',2.115,0.320
'0:00.764',2.050,0.330
'0:00.766',2.055,0.355
'0:00.768',2.075,0.390
'0:00.770',2.180,0.440
'0:00.772',2.285,0.500
'0:00.774',2.400,0.570
'0:00.776',2.485,0.630
'0:00.778',2.600,0.680
'0:00.780',2.650,0.710
'0:00.782',2.615,0.710
'0:00.784',2.455,0.685
'0:00.786',2.340,0.625
'0:00.788',2.165,0.540
'0:00.790',2.095,0.440
'0:00.792',2.085,0.330
'0:00.794',2.085,0.225
'0:00.796',2.010,0.135
'0:00.798',1.920,0.060
'0:00.800',1.810,0.005
'0:00.802',1.800,-0.025
'0:00.804',1.745,-0.035
'0:00.806',1.735,-0.030
'0:00.808',1.735,-0.010
'0:00.810',1.795,0.020
'0:00.812',1.885,0.055
'0:00.814',1.985,0.090
'0:00.816',2.035,0.125
'0:00.818',2.100,0.155
'0:00.820',2.095,0.180
'0:00.822',2.090,0.205
'0:00.824',2.025,0.230
'0:00.826',2.020,0.245
'0:00.828',2.015,0.260
'0:00.830',2.065,0.275
'0:00.832',2.145,0.285
'0:00.834',2.205,0.295
'0:00.836',2.225,0.305
'0:00.838',2.235,0.310
'0:00.840',2.205,0.315
'0:00.842',2.185,0.315
'0:00.844',2.130,0.315
'0:00.846',2.085,0.315
'0:00.848',2.065,0.310
'0:00.850',2.100,0.305
'0:00.852',2.155,0.300
'0:00.854',2.230,0.295
'0:00.856',2.255,0.295
'0:00.858',2.265,0.295
'0:00.860',2.255,0.300
'0:00.862',2.195,0.305
'0:00.864',2.120,0.310
'0:00.866',2.110,0.310
'0:00.868',2.085,0.315
'0:00.870',2.135,0.310
'0:00.872',2.210,0.305
'0:00.874',2.250,0.300
'0:00.876',2.265,0.295
'0:00.878',2.285,0.290
'0:00.880',2.250,0.290
'0:00.882',2.200,0.290
'0:00.884',2.135,0.295
'0:00.886',2.145,0.300
'0:00.888',2.145,0.305
'0:00.890',2.170,0.310
'0:00.892',2.220,0.315
'0:00.894',2.315,0.315
'0:00.896',2.305,0.315
'0:00.898',2.305,0.315
'0:00.900',2.290,0.315
'0:00.902',2.255,0.315
'0:00.904',2.185,0.315
'0:00.906',2.165,0.315
'0:00.908',2.190,0.320
'0:00.910',2.185,0.320
'0:00.912',2.250,0.325
'0:00.914',2.320,0.330
'0:00.916',2.365,0.335
'0:00.918',2.385,0.345
'0:00.920',2.350,0.355
'0:00.922',2.305,0.365
'0:00.924',2.285,0.375
'0:00.926',2.285,0.390
'0:00.928',2.250,0.400
'0:00.930',2.280,0.410
'0:00.932',2.375,0.420
'0:00.934',2.435,0.425
'0:00.936',2.435,0.425
'0:00.938',2.460,0.425
'0:00.940',2.445,0.425
'0:00.942',2.395,0.425
'0:00.944',2.350,0.430
'0:00.946',2.335,0.435
'0:00.948',2.335,0.440
'0:00.950',2.385,0.450
'0:00.952',2.455,0.455
'0:00.954',2.490,0.460
'0:00.956',2.505,0.465
'0:00.958',2.520,0.470
'0:00.960',2.500,0.470
'0:00.962',2.435,0.470
'0:00.964',2.380,0.465
'0:00.966',2.345,0.460
'0:00.968',2.335,0.455
'0:00.970',2.365,0.450
'0:00.972',2.435,0.440
'0:00.974',2.455,0.430
'0:00.976',2.470,0.415
'0:00.978',2.485,0.400
'0:00.980',2.420,0.390
'0:00.982',2.340,0.375
'0:00.984',2.295,0.365
'0:00.986',2.280,0.360
'0:00.988',2.275,0.350
'0:00.990',2.285,0.345
'0:00.992',2.340,0.335
'0:00.994',2.360,0.320
'0:00.996',2.370,0.305
'0:00.998',2.330,0.280
'0:01.000',2.280,0.260
'0:01.002',2.200,0.235
'0:01.004',2.120,0.210
'0:01.006',2.110,0.185
'0:01.008',2.100,0.170
'0:01.010',2.135,0.155
'0:01.012',2.185,0.145
'0:01.014',2.215,0.140
'0:01.016',2.230,0.135
'0:01.018',2.225,0.130
'0:01.020',2.190,0.125
'0:01.022',2.090,0.115
'0:01.024',2.050,0.110
'0:01.026',2.050,0.105
'0:01.028',2.035,0.095
'0:01.030',2.065,0.090
'0:01.032',2.140,0.090
'0:01.034',2.175,0.085
'0:01.036',2.200,0.085
'0:01.038',2.190,0.085
'0:01.040',2.135,0.080
'0:01.042',2.040,0.080
'0:01.044',2.020,0.075
'0:01.046',2.000,0.065
'0:01.048',2.015,0.060
'0:01.050',2.065,0.055
'0:01.052',2.145,0.050
'0:01.054',2.165,0.050
'0:01.056',2.190,0.050
'0:01.058',2.170,0.050
'0:01.060',2.115,0.050
'0:01.062',2.025,0.050
'0:01.064',2.015,0.055
'0:01.066',2.000,0.055
'0:01.068',2.035,0.055
'0:01.070',2.065,0.055
'0:01.072',2.135,0.055
'0:01.074',2.180,0.050
'0:01.076',2.205,0.050
'0:01.078',2.180,0.050
'0:01.080',2.110,0.050
'0:01.082',2.010,0.045
'0:01.084',1.990,0.040
'0:01.086',1.975,0.035
'0:01.088',1.995,0.030
'0:01.090',2.040,0.025
'0:01.092',2.125,0.020
'0:01.094',2.140,0.015
'0:01.096',2.160,0.015
'0:01.098',2.130,0.020
'0:01.100',2.120,0.020
'0:01.102',2.015,0.025
'0:01.104',2.005,0.025
'0:01.106',1.985,0.025
'0:01.108',2.000,0.025
'0:01.110',2.065,0.020
'0:01.112',2.115,0.015
'0:01.114',2.140,0.010
'0:01.116',2.160,0.005
'0:01.118',2.140,0.005
'0:01.120',2.080,0.000
'0:01.122',1.985,0.000
'0:01.124',1.970,0.000
'0:01.126',1.970,-0.005
'0:01.128',2.000,-0.005
'0:01.130',2.045,-0.010
'0:01.132',2.120,-0.010
'0:01.134',2.120,-0.020
'0:01.136',2.140,-0.025
'0:01.138',2.105,-0.030
'0:01.140',2.055,-0.035
'0:01.142',1.945,-0.040
'0:01.144',1.950,-0.045
'0:01.146',1.920,-0.050
'0:01.148',1.950,-0.050
'0:01.150',2.025,-0.050
'0:01.152',2.090,-0.050
'0:01.154',2.115,-0.045
'0:01.156',2.120,-0.045
'0:01.158',2.060,-0.040
'0:01.160',2.050,-0.035
'0:01.162',1.975,-0.030
'0:01.164',1.940,-0.030
'0:01.166',1.925,-0.030
'0:01.168',1.960,-0.035
'0:01.170',1.995,-0.040
'0:01.172',2.080,-0.045
'0:01.174',2.100,-0.055
'0:01.176',2.115,-0.065
'0:01.178',2.060,-0.075
'0:01.180',1.970,-0.090
'0:01.182',1.915,-0.095
'0:01.184',1.895,-0.105
'0:01.186',1.855,-0.110
'0:01.188',1.900,-0.115
'0:01.190',1.955,-0.115
'0:01.192',2.020,-0.120
'0:01.194',2.045,-0.120
'0:01.196',2.070,-0.125
'0:01.198',1.990,-0.125
'0:01.200',1.950,-0.130
'0:01.202',1.865,-0.130
'0:01.204',1.840,-0.135
'0:01.206',1.850,-0.140
'0:01.208',1.905,-0.145
'0:01.210',1.940,-0.155
'0:01.212',1.995,-0.160
'0:01.214',2.015,-0.165
'0:01.216',2.005,-0.170
'0:01.218',1.985,-0.170
'0:01.220',1.890,-0.170
'0:01.222',1.825,-0.170
'0:01.224',1.815,-0.170
'0:01.226',1.800,-0.175
'0:01.228',1.805,-0.180
'0:01.230',1.880,-0.185
'0:01.232',1.930,-0.195
'0:01.234',1.965,-0.205
'0:01.236',1.970,-0.205
'0:01.238',1.910,-0.200
'0:01.240',1.850,-0.180
'0:01.242',1.870,-0.145
'0:01.244',1.885,-0.090
'0:01.246',1.945,-0.025
'0:01.248',2.090,0.045
'0:01.250',2.245,0.115
'0:01.252',2.360,0.175
'0:01.254',2.415,0.215
'0:01.256',2.460,0.225
'0:01.258',2.375,0.200
'0:01.260',2.175,0.145
'0:01.262',2.005,0.065
'0:01.264',1.840,-0.040
'0:01.266',1.775,-0.150
'0:01.268',1.730,-0.260
'0:01.270',1.735,-0.365
'0:01.272',1.675,-0.445
'0:01.274',1.605,-0.510
'0:01.276',1.560,-0.545
'0:01.278',1.505,-0.560
'0:01.280',1.445,-0.560
'0:01.282',1.450,-0.545
'0:01.284',1.465,-0.520
'0:01.286',1.515,-0.485
'0:01.288',1.595,-0.455
'0:01.290',1.710,-0.420
'0:01.292',1.760,-0.385
'0:01.294',1.810,-0.350
'0:01.296',1.850,-0.320
'0:01.298',1.810,-0.290
'0:01.300',1.745,-0.265
'0:01.302',1.740,-0.250
'0:01.304',1.715,-0.235
'0:01.306',1.725,-0.225
'0:01.308',1.780,-0.225
'0:01.310',1.870,-0.220
'0:01.312',1.890,-0.220
'0:01.314',1.930,-0.225
'0:01.316',1.920,-0.225
'0:01.318',1.865,-0.220
'0:01.320',1.770,-0.220
'0:01.322',1.740,-0.215
'0:01.324',1.730,-0.215
'0:01.326',1.730,-0.210
'0:01.328',1.790,-0.205
'0:01.330',1.875,-0.205
'0:01.332',1.935,-0.200
'0:01.334',1.920,-0.200
'0:01.336',1.905,-0.200
'0:01.338',1.845,-0.205
'0:01.340',1.785,-0.205
'0:01.342',1.765,-0.205
'0:01.344',1.710,-0.205
'0:01.346',1.740,-0.205
'0:01.348',1.785,-0.205
'0:01.350',1.855,-0.205
'0:01.352',1.900,-0.205
'0:01.354',1.920,-0.200
'0:01.356',1.890,-0.195
'0:01.358',1.825,-0.195
'0:01.360',1.755,-0.190
'0:01.362',1.720,-0.190
'0:01.364',1.710,-0.190
'0:01.366',1.735,-0.190
'0:01.368',1.780,-0.190
'0:01.370',1.865,-0.190
'0:01.372',1.905,-0.190
'0:01.374',1.920,-0.190
'0:01.376',1.895,-0.185
'0:01.378',1.850,-0.180
'0:01.380',1.785,-0.175
'0:01.382',1.765,-0.170
'0:01.384',1.740,-0.165
'0:01.386',1.755,-0.160
'0:01.388',1.830,-0.155
'0:01.390',1.900,-0.150
'0:01.392',1.920,-0.145
'0:01.394',1.950,-0.140
'0:01.396',1.925,-0.135
'0:01.398',1.915,-0.125
'0:01.400',1.825,-0.115
'0:01.402',1.810,-0.100
'0:01.404',1.800,-0.090
'0:01.406',1.835,-0.080
'0:01.408',1.875,-0.070
'0:01.410',1.970,-0.060
'0:01.412',2.000,-0.055
'0:01.414',2.025,-0.045
'0:01.416',1.995,-0.045
'0:01.418',1.945,-0.040
'0:01.420',1.865,-0.035
'0:01.422',1.840,-0.025
'0:01.424',1.860,-0.020
'0:01.426',1.885,-0.015
'0:01.428',1.950,-0.010
'0:01.430',2.040,-0.010
'0:01.432',2.040,-0.005
'0:01.434',2.035,-0.005
'0:01.436',2.010,-0.005
'0:01.438',1.915,-0.010
'0:01.440',1.880,-0.010
'0:01.442',1.870,-0.015
'0:01.444',1.850,-0.020
'0:01.446',1.835,-0.025
'0:01.448',1.890,-0.030
'0:01.450',1.960,-0.035
'0:01.452',1.965,-0.040
'0:01.454',1.995,-0.045
'0:01.456',1.960,-0.050
'0:01.458',1.855,-0.055
'0:01.460',1.770,-0.060
'0:01.462',1.720,-0.070
'0:01.464',1.695,-0.080
'0:01.466',1.725,-0.095
'0:01.468',1.790,-0.115
'0:01.470',1.820,-0.130
'0:01.472',1.845,-0.155
'0:01.474',1.820,-0.175
'0:01.476',1.765,-0.195
'0:01.478',1.675,-0.215
'0:01.480',1.610,-0.230
'0:01.482',1.570,-0.240
'0:01.484',1.535,-0.250
'0:01.486',1.595,-0.260
'0:01.488',1.630,-0.265
'0:01.490',1.685,-0.275
'0:01.492',1.685,-0.280
'0:01.494',1.695,-0.280
'0:01.496',1.635,-0.285
'0:01.498',1.580,-0.285
'0:01.500',1.525,-0.285
'0:01.502',1.480,-0.285
'0:01.504',1.465,-0.285
'0:01.506',1.525,-0.290
'0:01.508',1.570,-0.295
'0:01.510',1.640,-0.300
'0:01.512',1.645,-0.305
'0:01.514',1.655,-0.315
'0:01.516',1.585,-0.320
'0:01.518',1.540,-0.325
'0:01.520',1.475,-0.325
'0:01.522',1.445,-0.325
'0:01.524',1.440,-0.320
'0:01.526',1.505,-0.315
'0:01.528',1.565,-0.305
'0:01.530',1.605,-0.300
'0:01.532',1.625,-0.295
'0:01.534',1.605,-0.295
'0:01.536',1.575,-0.295
'0:01.538',1.510,-0.295
'0:01.540',1.465,-0.300
'0:01.542',1.405,-0.305
'0:01.544',1.400,-0.305
'0:01.546',1.475,-0.310
'0:01.548',1.535,-0.305
'0:01.550',1.590,-0.300
'0:01.552',1.590,-0.295
'0:01.554',1.600,-0.290
'0:01.556',1.550,-0.285
'0:01.558',1.470,-0.280
'0:01.560',1.410,-0.275
'0:01.562',1.410,-0.275
'0:01.564',1.420,-0.280
'0:01.566',1.460,-0.285
'0:01.568',1.540,-0.290
'0:01.570',1.565,-0.290
'0:01.572',1.555,-0.295
'0:01.574',1.565,-0.295
'0:01.576',1.545,-0.295
'0:01.578',1.445,-0.290
'0:01.580',1.415,-0.285
'0:01.582',1.380,-0.285
'0:01.584',1.365,-0.280
'0:01.586',1.410,-0.280
'0:01.588',1.515,-0.280
'0:01.590',1.545,-0.285
'0:01.592',1.535,-0.290
'0:01.594',1.575,-0.295
'0:01.596',1.485,-0.295
'0:01.598',1.420,-0.295
'0:01.600',1.400,-0.290
'0:01.602',1.325,-0.285
'0:01.604',1.270,-0.275
'0:01.606',1.425,-0.265
'0:01.608',1.580,-0.260
'0:01.610',1.535,-0.255
'0:01.612',1.570,-0.255
'0:01.614',1.555,-0.255
'0:01.616',1.505,-0.260
'0:01.618',1.400,-0.265
'0:01.620',1.315,-0.270
'0:01.622',1.290,-0.275
'0:01.624',1.320,-0.275
'0:01.626',1.440,-0.270
'0:01.628',1.500,-0.270
'0:01.630',1.490,-0.265
'0:01.632',1.485,-0.260
'0:01.634',1.475,-0.260
'0:01.636',1.500,-0.255
'0:01.638',1.370,-0.255
'0:01.640',1.340,-0.255
'0:01.642',1.330,-0.255
'0:01.644',1.330,-0.260
'0:01.646',1.390,-0.260
'0:01.648',1.430,-0.265
'0:01.650',1.445,-0.265
'0:01.652',1.465,-0.275
'0:01.654',1.420,-0.280
'0:01.656',1.390,-0.290
'0:01.658',1.285,-0.300
'0:01.660',1.255,-0.310
'0:01.662',1.220,-0.320
'0:01.664',1.245,-0.325
'0:01.666',1.300,-0.325
'0:01.668',1.380,-0.325
'0:01.670',1.410,-0.320
'0:01.672',1.425,-0.315
'0:01.674',1.365,-0.310
'0:01.676',1.315,-0.305
'0:01.678',1.235,-0.300
'0:01.680',1.205,-0.295
'0:01.682',1.195,-0.295
'0:01.684',1.210,-0.295
'0:01.686',1.255,-0.300
'0:01.688',1.365,-0.300
'0:01.690',1.355,-0.305
'0:01.692',1.390,-0.305
'0:01.694',1.330,-0.305
'0:01.696',1.310,-0.305
'0:01.698',1.205,-0.300
'0:01.700',1.205,-0.300
'0:01.702',1.195,-0.295
'0:01.704',1.220,-0.290
'0:01.706',1.255,-0.290
'0:01.708',1.285,-0.290
'0:01.710',1.310,-0.295
'0:01.712',1.335,-0.300
'0:01.714',1.320,-0.310
'0:01.716',1.235,-0.315
'0:01.718',1.160,-0.315
'0:01.720',1.115,-0.305
'0:01.722',1.135,-0.280
'0:01.724',1.215,-0.240
'0:01.726',1.345,-0.190
'0:01.728',1.485,-0.125
'0:01.730',1.545,-0.060
'0:01.732',1.650,0.010
'0:01.734',1.675,0.065
'0:01.736',1.690,0.100
'0:01.738',1.615,0.110
'0:01.740',1.535,0.090
'0:01.742',1.430,0.040
'0:01.744',1.330,-0.040
'0:01.746',1.220,-0.140
'0:01.748',1.250,-0.255
'0:01.750',1.215,-0.365
'0:01.752',1.115,-0.470
'0:01.754',0.970,-0.555
'0:01.756',0.800,-0.615
'0:01.758',0.695,-0.650
'0:01.760',0.675,-0.655
'0:01.762',0.735,-0.640
'0:01.764',0.820,-0.605
'0:01.766',0.925,-0.565
'0:01.768',1.030,-0.515
'0:01.770',1.025,-0.475
'0:01.772',1.095,-0.435
'0:01.774',1.110,-0.400
'0:01.776',1.075,-0.375
'0:01.778',1.040,-0.355
'0:01.780',1.025,-0.335
'0:01.782',1.040,-0.320
'0:01.784',1.070,-0.305
'0:01.786',1.155,-0.290
'0:01.788',1.205,-0.275
