'Elapsed time','ECG I','ECG I filtered'
'0:00.372',0.420,-0.045
'0:00.374',0.355,-0.040
'0:00.376',0.350,-0.035
'0:00.378',0.375,-0.025
'0:00.380',0.405,-0.020
'0:00.382',0.460,-0.010
'0:00.384',0.490,-0.005
'0:00.386',0.525,-0.005
'0:00.388',0.500,-0.010
'0:00.390',0.455,-0.015
'0:00.392',0.455,-0.020
'0:00.394',0.355,-0.030
'0:00.396',0.370,-0.035
'0:00.398',0.350,-0.035
'0:00.400',0.395,-0.035
'0:00.402',0.400,-0.035
'0:00.404',0.435,-0.030
'0:00.406',0.620,-0.025
'0:00.408',0.510,-0.020
'0:00.410',0.445,-0.020
'0:00.412',0.425,-0.020
'0:00.414',0.310,-0.020
'0:00.416',0.395,-0.020
'0:00.418',0.365,-0.020
'0:00.420',0.380,-0.020
'0:00.422',0.430,-0.020
'0:00.424',0.560,-0.015
'0:00.426',0.545,-0.015
'0:00.428',0.505,-0.015
'0:00.430',0.440,-0.015
'0:00.432',0.400,-0.015
'0:00.434',0.375,-0.020
'0:00.436',0.380,-0.020
'0:00.438',0.390,-0.025
'0:00.440',0.405,-0.025
'0:00.442',0.450,-0.025
'0:00.444',0.530,-0.025
'0:00.446',0.515,-0.020
'0:00.448',0.460,-0.015
'0:00.450',0.460,-0.015
'0:00.452',0.420,-0.010
'0:00.454',0.355,-0.010
'0:00.456',0.405,-0.010
'0:00.458',0.365,-0.015
'0:00.460',0.400,-0.015
'0:00.462',0.440,-0.015
'0:00.464',0.535,-0.015
'0:00.466',0.520,-0.015
'0:00.468',0.485,-0.015
'0:00.470',0.480,-0.015
'0:00.472',0.420,-0.020
'0:00.474',0.320,-0.020
'0:00.476',0.350,-0.020
'0:00.478',0.410,-0.025
'0:00.480',0.440,-0.025
'0:00.482',0.475,-0.030
'0:00.484',0.435,-0.030
'0:00.486',0.515,-0.030
'0:00.488',0.460,-0.030
'0:00.490',0.475,-0.030
'0:00.492',0.360,-0.035
'0:00.494',0.365,-0.035
'0:00.496',0.380,-0.035
'0:00.498',0.390,-0.035
'0:00.500',0.440,-0.030
'0:00.502',0.525,-0.025
'0:00.504',0.485,-0.020
'0:00.506',0.530,-0.015
'0:00.508',0.445,-0.015
'0:00.510',0.430,-0.015
'0:00.512',0.380,-0.015
'0:00.514',0.365,-0.020
'0:00.516',0.410,-0.030
'0:00.518',0.370,-0.035
'0:00.520',0.430,-0.045
'0:00.522',0.455,-0.050
'0:00.524',0.470,-0.055
'0:00.526',0.495,-0.055
'0:00.528',0.495,-0.050
'0:00.530',0.410,-0.045
'0:00.532',0.360,-0.040
'0:00.534',0.395,-0.035
'0:00.536',0.330,-0.030
'0:00.538',0.395,-0.030
'0:00.540',0.425,-0.030
'0:00.542',0.510,-0.030
'0:00.544',0.485,-0.030
'0:00.546',0.500,-0.030
'0:00.548',0.435,-0.035
'0:00.550',0.485,-0.035
'0:00.552',0.385,-0.030
'0:00.554',0.330,-0.030
'0:00.556',0.325,-0.030
'0:00.558',0.315,-0.030
'0:00.560',0.460,-0.030
'0:00.562',0.475,-0.035
'0:00.564',0.505,-0.035
'0:00.566',0.480,-0.035
'0:00.568',0.440,-0.030
'0:00.570',0.440,-0.030
'0:00.572',0.405,-0.025
'0:00.574',0.420,-0.025
'0:00.576',0.365,-0.025
'0:00.578',0.440,-0.020
'0:00.580',0.485,-0.025
'0:00.582',0.470,-0.025
'0:00.584',0.445,-0.035
'0:00.586',0.465,-0.040
'0:00.588',0.405,-0.045
'0:00.590',0.425,-0.045
'0:00.592',0.425,-0.045
'0:00.594',0.375,-0.045
'0:00.596',0.375,-0.040
'0:00.598',0.370,-0.035
'0:00.600',0.415,-0.035
'0:00.602',0.505,-0.030
'0:00.604',0.470,-0.035
'0:00.606',0.460,-0.035
'0:00.608',0.445,-0.040
'0:00.610',0.430,-0.050
'0:00.612',0.390,-0.050
'0:00.614',0.385,-0.050
'0:00.616',0.390,-0.045
'0:00.618',0.420,-0.040
'0:00.620',0.475,-0.030
'0:00.622',0.465,-0.015
'0:00.624',0.515,-0.010
'0:00.626',0.495,-0.005
'0:00.628',0.480,-0.005
'0:00.630',0.425,-0.010
'0:00.632',0.385,-0.020
'0:00.634',0.355,-0.035
'0:00.636',0.385,-0.045
'0:00.638',0.385,-0.050
'0:00.640',0.430,-0.050
'0:00.642',0.530,-0.050
'0:00.644',0.475,-0.040
'0:00.646',0.460,-0.030
'0:00.648',0.455,-0.025
'0:00.650',0.520,-0.015
'0:00.652',0.395,-0.010
'0:00.654',0.365,-0.010
'0:00.656',0.395,-0.015
'0:00.658',0.400,-0.020
'0:00.660',0.445,-0.025
'0:00.662',0.500,-0.030
'0:00.664',0.520,-0.030
'0:00.666',0.495,-0.035
'0:00.668',0.410,-0.035
'0:00.670',0.445,-0.035
'0:00.672',0.345,-0.035
'0:00.674',0.360,-0.035
'0:00.676',0.375,-0.035
'0:00.678',0.450,-0.040
'0:00.680',0.430,-0.040
'0:00.682',0.480,-0.040
'0:00.684',0.465,-0.035
'0:00.686',0.525,-0.030
'0:00.688',0.460,-0.025
'0:00.690',0.435,-0.020
'0:00.692',0.420,-0.015
'0:00.694',0.385,-0.010
'0:00.696',0.420,-0.010
'0:00.698',0.420,-0.010
'0:00.700',0.455,-0.015
'0:00.702',0.465,-0.020
'0:00.704',0.495,-0.025
'0:00.706',0.480,-0.030
'0:00.708',0.470,-0.035
'0:00.710',0.415,-0.040
'0:00.712',0.355,-0.040
'0:00.714',0.375,-0.040
'0:00.716',0.385,-0.040
'0:00.718',0.415,-0.035
'0:00.720',0.465,-0.035
'0:00.722',0.510,-0.035
'0:00.724',0.495,-0.030
'0:00.726',0.530,-0.030
'0:00.728',0.450,-0.025
'0:00.730',0.410,-0.025
'0:00.732',0.370,-0.025
'0:00.734',0.380,-0.025
'0:00.736',0.360,-0.025
'0:00.738',0.400,-0.025
'0:00.740',0.485,-0.025
'0:00.742',0.525,-0.025
'0:00.744',0.495,-0.025
'0:00.746',0.500,-0.020
'0:00.748',0.430,-0.015
'0:00.750',0.450,-0.010
'0:00.752',0.415,-0.005
'0:00.754',0.400,-0.005
'0:00.756',0.415,-0.005
'0:00.758',0.465,-0.005
'0:00.760',0.470,-0.015
'0:00.762',0.495,-0.020
'0:00.764',0.520,-0.030
'0:00.766',0.470,-0.035
'0:00.768',0.425,-0.040
'0:00.770',0.405,-0.045
'0:00.772',0.315,-0.045
'0:00.774',0.365,-0.040
'0:00.776',0.415,-0.030
'0:00.778',0.465,-0.020
'0:00.780',0.520,-0.015
'0:00.782',0.540,-0.005
'0:00.784',0.545,0.005
'0:00.786',0.485,0.010
'0:00.788',0.495,0.010
'0:00.790',0.435,0.010
'0:00.792',0.375,0.010
'0:00.794',0.375,0.005
'0:00.796',0.445,0.000
'0:00.798',0.455,0.000
'0:00.800',0.525,-0.005
'0:00.802',0.605,-0.005
'0:00.804',0.525,-0.005
'0:00.806',0.530,0.000
'0:00.808',0.500,0.000
'0:00.810',0.395,0.005
'0:00.812',0.420,0.005
'0:00.814',0.415,0.005
'0:00.816',0.440,0.010
'0:00.818',0.445,0.010
'0:00.820',0.495,0.010
'0:00.822',0.545,0.015
'0:00.824',0.545,0.020
'0:00.826',0.575,0.025
'0:00.828',0.525,0.025
'0:00.830',0.440,0.025
'0:00.832',0.425,0.020
'0:00.834',0.420,0.010
'0:00.836',0.480,-0.005
'0:00.838',0.430,-0.015
'0:00.840',0.485,-0.030
'0:00.842',0.520,-0.040
'0:00.844',0.530,-0.045
'0:00.846',0.465,-0.045
'0:00.848',0.435,-0.045
'0:00.850',0.360,-0.040
'0:00.852',0.350,-0.035
'0:00.854',0.385,-0.030
'0:00.856',0.420,-0.030
'0:00.858',0.435,-0.035
'0:00.860',0.465,-0.040
'0:00.862',0.460,-0.050
'0:00.864',0.465,-0.055
'0:00.866',0.460,-0.060
'0:00.868',0.405,-0.060
'0:00.870',0.410,-0.055
'0:00.872',0.415,-0.045
'0:00.874',0.385,-0.035
'0:00.876',0.415,-0.025
'0:00.878',0.440,-0.015
'0:00.880',0.515,-0.010
'0:00.882',0.495,-0.010
'0:00.884',0.490,-0.015
'0:00.886',0.430,-0.025
'0:00.888',0.470,-0.035
'0:00.890',0.365,-0.045
'0:00.892',0.405,-0.055
'0:00.894',0.375,-0.060
'0:00.896',0.390,-0.065
'0:00.898',0.425,-0.065
'0:00.900',0.455,-0.060
'0:00.902',0.525,-0.055
'0:00.904',0.525,-0.055
'0:00.906',0.435,-0.050
'0:00.908',0.375,-0.045
'0:00.910',0.360,-0.050
'0:00.912',0.365,-0.050
'0:00.914',0.365,-0.060
'0:00.916',0.390,-0.065
'0:00.918',0.360,-0.070
'0:00.920',0.455,-0.075
'0:00.922',0.490,-0.065
'0:00.924',0.480,-0.050
'0:00.926',0.480,-0.020
'0:00.928',0.530,0.025
'0:00.930',0.515,0.080
'0:00.932',0.570,0.145
'0:00.934',0.610,0.215
'0:00.936',0.755,0.285
'0:00.938',0.845,0.345
'0:00.940',1.035,0.390
'0:00.942',1.025,0.415
'0:00.944',1.025,0.420
'0:00.946',0.810,0.395
'0:00.948',0.710,0.350
'0:00.950',0.650,0.280
'0:00.952',0.645,0.195
'0:00.954',0.570,0.100
'0:00.956',0.505,0.005
'0:00.958',0.435,-0.090
'0:00.960',0.295,-0.170
'0:00.962',0.160,-0.230
'0:00.964',0.230,-0.270
'0:00.966',0.230,-0.295
'0:00.968',0.170,-0.295
'0:00.970',0.105,-0.280
'0:00.972',0.165,-0.260
'0:00.974',0.245,-0.230
'0:00.976',0.270,-0.200
'0:00.978',0.305,-0.175
'0:00.980',0.380,-0.155
'0:00.982',0.450,-0.135
'0:00.984',0.415,-0.120
'0:00.986',0.385,-0.105
'0:00.988',0.370,-0.090
'0:00.990',0.365,-0.075
'0:00.992',0.415,-0.055
'0:00.994',0.370,-0.040
'0:00.996',0.455,-0.025
'0:00.998',0.485,-0.015
'0:01.000',0.475,-0.010
'0:01.002',0.525,-0.005
'0:01.004',0.495,-0.005
'0:01.006',0.450,-0.010
'0:01.008',0.480,-0.010
'0:01.010',0.410,-0.015
'0:01.012',0.435,-0.015
'0:01.014',0.460,-0.015
'0:01.016',0.475,-0.015
'0:01.018',0.440,-0.015
'0:01.020',0.480,-0.020
'0:01.022',0.530,-0.025
'0:01.024',0.560,-0.025
'0:01.026',0.410,-0.030
'0:01.028',0.425,-0.025
'0:01.030',0.390,-0.025
'0:01.032',0.455,-0.015
'0:01.034',0.480,-0.005
'0:01.036',0.460,0.005
'0:01.038',0.490,0.015
'0:01.040',0.580,0.020
'0:01.042',0.570,0.020
'0:01.044',0.500,0.015
'0:01.046',0.445,0.005
'0:01.048',0.415,-0.005
'0:01.050',0.415,-0.015
'0:01.052',0.430,-0.020
'0:01.054',0.445,-0.025
'0:01.056',0.440,-0.020
'0:01.058',0.495,-0.015
'0:01.060',0.550,-0.005
'0:01.062',0.565,0.005
'0:01.064',0.540,0.010
'0:01.066',0.460,0.020
'0:01.068',0.470,0.025
'0:01.070',0.455,0.025
'0:01.072',0.495,0.030
'0:01.074',0.495,0.030
'0:01.076',0.490,0.030
'0:01.078',0.505,0.030
'0:01.080',0.555,0.030
'0:01.082',0.540,0.030
'0:01.084',0.565,0.030
'0:01.086',0.545,0.025
'0:01.088',0.445,0.020
'0:01.090',0.435,0.015
'0:01.092',0.460,0.015
'0:01.094',0.440,0.015
'0:01.096',0.525,0.015
'0:01.098',0.540,0.015
'0:01.100',0.545,0.020
'0:01.102',0.580,0.025
'0:01.104',0.530,0.030
'0:01.106',0.560,0.040
'0:01.108',0.470,0.045
'0:01.110',0.445,0.050
'0:01.112',0.485,0.055
'0:01.114',0.480,0.060
'0:01.116',0.495,0.065
'0:01.118',0.645,0.070
'0:01.120',0.660,0.075
'0:01.122',0.585,0.080
'0:01.124',0.550,0.080
'0:01.126',0.585,0.080
'0:01.128',0.505,0.080
'0:01.130',0.470,0.080
'0:01.132',0.465,0.080
'0:01.134',0.535,0.085
'0:01.136',0.620,0.090
'0:01.138',0.655,0.095
'0:01.140',0.670,0.100
'0:01.142',0.665,0.110
'0:01.144',0.645,0.115
'0:01.146',0.625,0.125
'0:01.148',0.630,0.130
'0:01.150',0.525,0.135
'0:01.152',0.535,0.135
'0:01.154',0.610,0.140
'0:01.156',0.660,0.145
'0:01.158',0.705,0.150
'0:01.160',0.740,0.155
'0:01.162',0.695,0.160
'0:01.164',0.700,0.165
'0:01.166',0.615,0.170
'0:01.168',0.620,0.180
'0:01.170',0.640,0.185
'0:01.172',0.605,0.190
'0:01.174',0.655,0.195
'0:01.176',0.665,0.200
'0:01.178',0.735,0.200
'0:01.180',0.760,0.205
'0:01.182',0.765,0.205
'0:01.184',0.730,0.205
'0:01.186',0.700,0.200
'0:01.188',0.625,0.200
'0:01.190',0.615,0.195
'0:01.192',0.635,0.195
'0:01.194',0.675,0.190
'0:01.196',0.685,0.190
'0:01.198',0.715,0.195
'0:01.200',0.700,0.195
'0:01.202',0.745,0.195
'0:01.204',0.690,0.195
'0:01.206',0.685,0.190
'0:01.208',0.680,0.180
'0:01.210',0.600,0.165
'0:01.212',0.530,0.150
'0:01.214',0.620,0.130
'0:01.216',0.580,0.110
'0:01.218',0.645,0.095
'0:01.220',0.655,0.085
'0:01.222',0.655,0.080
'0:01.224',0.575,0.080
'0:01.226',0.595,0.080
'0:01.228',0.510,0.085
'0:01.230',0.400,0.080
'0:01.232',0.555,0.075
'0:01.234',0.555,0.065
'0:01.236',0.515,0.050
'0:01.238',0.645,0.035
'0:01.240',0.520,0.015
'0:01.242',0.475,-0.005
'0:01.244',0.505,-0.020
'0:01.246',0.475,-0.030
'0:01.248',0.410,-0.035
'0:01.250',0.445,-0.030
'0:01.252',0.450,-0.030
'0:01.254',0.415,-0.025
'0:01.256',0.455,-0.020
'0:01.258',0.535,-0.020
'0:01.260',0.560,-0.020
'0:01.262',0.525,-0.020
'0:01.264',0.470,-0.025
'0:01.266',0.445,-0.030
'0:01.268',0.395,-0.035
'0:01.270',0.395,-0.035
'0:01.272',0.435,-0.040
'0:01.274',0.425,-0.040
'0:01.276',0.450,-0.040
'0:01.278',0.515,-0.040
'0:01.280',0.500,-0.035
'0:01.282',0.485,-0.035
'0:01.284',0.460,-0.035
'0:01.286',0.460,-0.030
'0:01.288',0.440,-0.030
'0:01.290',0.420,-0.030
'0:01.292',0.380,-0.030
'0:01.294',0.425,-0.030
'0:01.296',0.435,-0.035
'0:01.298',0.515,-0.040
'0:01.300',0.550,-0.050
'0:01.302',0.500,-0.055
'0:01.304',0.455,-0.060
'0:01.306',0.435,-0.060
'0:01.308',0.325,-0.060
'0:01.310',0.365,-0.060
'0:01.312',0.405,-0.055
'0:01.314',0.435,-0.050
'0:01.316',0.465,-0.045
'0:01.318',0.505,-0.040
'0:01.320',0.480,-0.040
'0:01.322',0.525,-0.040
'0:01.324',0.470,-0.045
'0:01.326',0.430,-0.045
'0:01.328',0.400,-0.045
'0:01.330',0.400,-0.045
'0:01.332',0.400,-0.045
'0:01.334',0.420,-0.040
'0:01.336',0.435,-0.040
'0:01.338',0.500,-0.040
'0:01.340',0.500,-0.040
'0:01.342',0.535,-0.040
'0:01.344',0.495,-0.040
'0:01.346',0.475,-0.045
'0:01.348',0.360,-0.045
'0:01.350',0.385,-0.045
'0:01.352',0.450,-0.040
'0:01.354',0.455,-0.035
'0:01.356',0.500,-0.025
'0:01.358',0.470,-0.020
'0:01.360',0.540,-0.015
'0:01.362',0.580,-0.010
'0:01.364',0.520,-0.010
'0:01.366',0.470,-0.015
'0:01.368',0.380,-0.015
'0:01.370',0.405,-0.020
'0:01.372',0.445,-0.020
'0:01.374',0.490,-0.020
'0:01.376',0.510,-0.020
'0:01.378',0.570,-0.020
'0:01.380',0.525,-0.020
'0:01.382',0.515,-0.025
'0:01.384',0.480,-0.025
'0:01.386',0.445,-0.025
'0:01.388',0.430,-0.025
'0:01.390',0.440,-0.030
'0:01.392',0.405,-0.025
'0:01.394',0.495,-0.025
'0:01.396',0.550,-0.020
'0:01.398',0.540,-0.015
'0:01.400',0.550,-0.015
'0:01.402',0.500,-0.015
'0:01.404',0.510,-0.020
'0:01.406',0.445,-0.025
'0:01.408',0.355,-0.035
'0:01.410',0.330,-0.045
'0:01.412',0.410,-0.055
'0:01.414',0.475,-0.060
'0:01.416',0.490,-0.065
'0:01.418',0.540,-0.060
'0:01.420',0.550,-0.050
'0:01.422',0.545,-0.040
'0:01.424',0.505,-0.025
'0:01.426',0.405,-0.010
'0:01.428',0.420,0.000
'0:01.430',0.460,0.010
'0:01.432',0.470,0.010
'0:01.434',0.490,0.010
'0:01.436',0.600,0.000
'0:01.438',0.535,-0.010
'0:01.440',0.520,-0.020
'0:01.442',0.495,-0.030
'0:01.444',0.450,-0.035
'0:01.446',0.375,-0.040
'0:01.448',0.385,-0.040
'0:01.450',0.380,-0.040
'0:01.452',0.460,-0.035
'0:01.454',0.505,-0.030
'0:01.456',0.590,-0.025
'0:01.458',0.525,-0.025
'0:01.460',0.525,-0.025
'0:01.462',0.550,-0.025
'0:01.464',0.510,-0.030
'0:01.466',0.410,-0.035
'0:01.468',0.345,-0.040
'0:01.470',0.395,-0.045
'0:01.472',0.480,-0.050
'0:01.474',0.430,-0.055
'0:01.476',0.500,-0.060
'0:01.478',0.545,-0.060
'0:01.480',0.510,-0.065
'0:01.482',0.510,-0.060
'0:01.484',0.470,-0.055
'0:01.486',0.430,-0.050
'0:01.488',0.405,-0.040
'0:01.490',0.430,-0.035
'0:01.492',0.420,-0.025
'0:01.494',0.520,-0.020
'0:01.496',0.525,-0.020
'0:01.498',0.515,-0.020
'0:01.500',0.550,-0.025
'0:01.502',0.495,-0.030
'0:01.504',0.480,-0.035
'0:01.506',0.435,-0.040
'0:01.508',0.385,-0.040
'0:01.510',0.440,-0.035
'0:01.512',0.415,-0.035
'0:01.514',0.505,-0.035
'0:01.516',0.510,-0.035
'0:01.518',0.520,-0.035
'0:01.520',0.505,-0.040
'0:01.522',0.445,-0.050
'0:01.524',0.425,-0.055
'0:01.526',0.460,-0.060
'0:01.528',0.395,-0.065
'0:01.530',0.415,-0.060
'0:01.532',0.475,-0.055
'0:01.534',0.465,-0.045
'0:01.536',0.555,-0.030
'0:01.538',0.555,-0.020
'0:01.540',0.530,-0.015
'0:01.542',0.525,-0.010
'0:01.544',0.465,-0.010
'0:01.546',0.435,-0.015
'0:01.548',0.410,-0.025
'0:01.550',0.385,-0.035
'0:01.552',0.450,-0.045
'0:01.554',0.505,-0.050
'0:01.556',0.565,-0.050
'0:01.558',0.565,-0.050
'0:01.560',0.505,-0.045
'0:01.562',0.485,-0.040
'0:01.564',0.450,-0.035
'0:01.566',0.465,-0.030
'0:01.568',0.390,-0.030
'0:01.570',0.400,-0.030
'0:01.572',0.480,-0.035
'0:01.574',0.480,-0.040
'0:01.576',0.570,-0.045
'0:01.578',0.535,-0.050
'0:01.580',0.470,-0.055
'0:01.582',0.495,-0.055
'0:01.584',0.505,-0.055
'0:01.586',0.360,-0.050
'0:01.588',0.375,-0.050
'0:01.590',0.450,-0.045
'0:01.592',0.475,-0.045
'0:01.594',0.525,-0.040
'0:01.596',0.570,-0.040
'0:01.598',0.580,-0.040
'0:01.600',0.515,-0.040
'0:01.602',0.490,-0.040
'0:01.604',0.445,-0.035
'0:01.606',0.435,-0.035
'0:01.608',0.420,-0.030
'0:01.610',0.425,-0.030
'0:01.612',0.510,-0.030
'0:01.614',0.515,-0.030
'0:01.616',0.490,-0.035
'0:01.618',0.520,-0.035
'0:01.620',0.565,-0.040
'0:01.622',0.475,-0.045
'0:01.624',0.490,-0.050
'0:01.626',0.435,-0.050
'0:01.628',0.435,-0.050
'0:01.630',0.385,-0.050
'0:01.632',0.425,-0.050
'0:01.634',0.490,-0.050
'0:01.636',0.555,-0.050
'0:01.638',0.620,-0.045
'0:01.640',0.520,-0.040
'0:01.642',0.505,-0.035
'0:01.644',0.495,-0.030
'0:01.646',0.435,-0.025
'0:01.648',0.390,-0.025
'0:01.650',0.430,-0.025
'0:01.652',0.500,-0.025
'0:01.654',0.560,-0.030
'0:01.656',0.535,-0.030
'0:01.658',0.580,-0.035
'0:01.660',0.540,-0.040
'0:01.662',0.505,-0.045
'0:01.664',0.480,-0.045
'0:01.666',0.455,-0.045
'0:01.668',0.365,-0.040
'0:01.670',0.430,-0.040
'0:01.672',0.505,-0.040
'0:01.674',0.505,-0.040
'0:01.676',0.550,-0.040
'0:01.678',0.555,-0.040
'0:01.680',0.500,-0.040
'0:01.682',0.450,-0.040
'0:01.684',0.470,-0.040
'0:01.686',0.455,-0.040
'0:01.688',0.465,-0.040
'0:01.690',0.440,-0.040
'0:01.692',0.490,-0.040
'0:01.694',0.550,-0.040
'0:01.696',0.540,-0.040
'0:01.698',0.545,-0.040
'0:01.700',0.565,-0.040
'0:01.702',0.480,-0.040
'0:01.704',0.435,-0.040
'0:01.706',0.425,-0.035
'0:01.708',0.465,-0.035
'0:01.710',0.475,-0.035
'0:01.712',0.525,-0.030
'0:01.714',0.535,-0.035
'0:01.716',0.550,-0.035
'0:01.718',0.555,-0.035
'0:01.720',0.500,-0.040
'0:01.722',0.495,-0.035
'0:01.724',0.405,-0.035
'0:01.726',0.485,-0.025
'0:01.728',0.505,-0.020
'0:01.730',0.500,-0.015
'0:01.732',0.505,-0.005
'0:01.734',0.530,-0.005
'0:01.736',0.595,-0.005
'0:01.738',0.570,-0.005
'0:01.740',0.570,-0.010
'0:01.742',0.535,-0.020
'0:01.744',0.430,-0.025
'0:01.746',0.465,-0.025
'0:01.748',0.425,-0.025
'0:01.750',0.465,-0.020
'0:01.752',0.505,-0.015
'0:01.754',0.590,-0.005
'0:01.756',0.605,0.005
'0:01.758',0.570,0.010
'0:01.760',0.595,0.015
'0:01.762',0.560,0.020
'0:01.764',0.485,0.020
'0:01.766',0.460,0.015
'0:01.768',0.510,0.010
'0:01.770',0.545,0.010
'0:01.772',0.525,0.005
'0:01.774',0.595,0.005
